Domain,Area Code,Area,Element,Item Code,Item,Year Code,Unit,Value,Flag Description
Fertilizers,154,The former Yugoslav Republic of Macedonia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,10.04,Calculated data
Fertilizers,154,The former Yugoslav Republic of Macedonia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,7.36,Calculated data
Fertilizers,217,Togo,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0.2,Calculated data
Fertilizers,217,Togo,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.41,Calculated data
Fertilizers,217,Togo,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,2.3,Calculated data
Fertilizers,219,Tonga,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,13.79,Calculated data
Fertilizers,219,Tonga,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.17,Calculated data
Fertilizers,219,Tonga,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,8.79,Calculated data
Fertilizers,220,Trinidad and Tobago,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,138.3,Calculated data
Fertilizers,220,Trinidad and Tobago,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,10.64,Calculated data
Fertilizers,220,Trinidad and Tobago,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,40.43,Calculated data
Fertilizers,222,Tunisia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,14.86,Calculated data
Fertilizers,222,Tunisia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.95,Calculated data
Fertilizers,222,Tunisia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,1.38,Calculated data
Fertilizers,223,Turkey,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,62.11,Calculated data
Fertilizers,223,Turkey,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,24.42,Calculated data
Fertilizers,223,Turkey,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,5.5,Calculated data
Fertilizers,226,Uganda,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0.82,Calculated data
Fertilizers,226,Uganda,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.66,Calculated data
Fertilizers,226,Uganda,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.33,Calculated data
Fertilizers,230,Ukraine,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,29.46,Calculated data
Fertilizers,230,Ukraine,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,6.68,Calculated data
Fertilizers,230,Ukraine,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,6.19,Calculated data
Fertilizers,225,United Arab Emirates,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,200.13,Calculated data
Fertilizers,225,United Arab Emirates,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,54.59,Calculated data
Fertilizers,225,United Arab Emirates,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,159.12,Calculated data
Fertilizers,229,United Kingdom,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,169.31,Calculated data
Fertilizers,229,United Kingdom,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,31.02,Calculated data
Fertilizers,229,United Kingdom,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,44.55,Calculated data
Fertilizers,215,United Republic of Tanzania,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,4.89,Calculated data
Fertilizers,215,United Republic of Tanzania,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,2.08,Calculated data
Fertilizers,215,United Republic of Tanzania,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.66,Calculated data
Fertilizers,231,United States of America,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,77.46,Calculated data
Fertilizers,231,United States of America,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,26.82,Calculated data
Fertilizers,231,United States of America,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,29.42,Calculated data
Fertilizers,234,Uruguay,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,44.76,Calculated data
Fertilizers,234,Uruguay,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,47.34,Calculated data
Fertilizers,234,Uruguay,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,15.42,Calculated data
Fertilizers,235,Uzbekistan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,145.74,Calculated data
Fertilizers,235,Uzbekistan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,44.69,Calculated data
Fertilizers,235,Uzbekistan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,15,Calculated data
Fertilizers,236,Venezuela (Bolivarian Republic of),Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,68.92,Calculated data
Fertilizers,236,Venezuela (Bolivarian Republic of),Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,37.05,Calculated data
Fertilizers,236,Venezuela (Bolivarian Republic of),Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,39.73,Calculated data
Fertilizers,237,Viet Nam,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,155.2,Calculated data
Fertilizers,237,Viet Nam,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,76.31,Calculated data
Fertilizers,237,Viet Nam,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,52.01,Calculated data
Fertilizers,249,Yemen,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,6.62,Calculated data
Fertilizers,249,Yemen,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.36,Calculated data
Fertilizers,249,Yemen,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.36,Calculated data
Fertilizers,251,Zambia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,43.15,Calculated data
Fertilizers,251,Zambia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,10.24,Calculated data
Fertilizers,251,Zambia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,2,Calculated data
Fertilizers,181,Zimbabwe,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,10.39,Calculated data
Fertilizers,181,Zimbabwe,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,7.22,Calculated data
Fertilizers,181,Zimbabwe,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,4.73,Calculated data
