country,country_name,service_type,year,value,population,service_level
TCA,Turks_and_Caicos_Islands,Sanitation,2015,1.60,551,Open_defecation
TCA,Turks_and_Caicos_Islands,Sanitation,2015,10.41,3574,Unimproved
TCD,Chad,Sanitation,2015,9.55,1340352,At_least_basic
TCD,Chad,Sanitation,2015,5.56,780424,Limited_service
TCD,Chad,Sanitation,2015,67.59,9488054,Open_defecation
TCD,Chad,Sanitation,2015,17.30,2428641,Unimproved
TGO,Togo,Sanitation,2015,13.95,1018878,At_least_basic
TGO,Togo,Sanitation,2015,24.34,1777689,Limited_service
TGO,Togo,Sanitation,2015,50.68,3701948,Open_defecation
TGO,Togo,Sanitation,2015,11.04,806064,Unimproved
THA,Thailand,Sanitation,2015,95.01,64569069,At_least_basic
THA,Thailand,Sanitation,2015,4.56,3098247,Limited_service
THA,Thailand,Sanitation,2015,0.27,184627,Open_defecation
THA,Thailand,Sanitation,2015,0.16,107416,Unimproved
TJK,Tajikistan,Sanitation,2015,95.49,8099505,At_least_basic
TJK,Tajikistan,Sanitation,2015,3.15,267599,Limited_service
TJK,Tajikistan,Sanitation,2015,0.07,5607,Open_defecation
TJK,Tajikistan,Sanitation,2015,1.29,109144,Unimproved
TKL,Tokelau,Sanitation,2015,93.07,1163,At_least_basic
TKL,Tokelau,Sanitation,2015,4.65,58,Limited_service
TKL,Tokelau,Sanitation,2015,0.00,0,Open_defecation
TKL,Tokelau,Sanitation,2015,2.28,29,Unimproved
TKM,Turkmenistan,Sanitation,2015,96.57,5189034,At_least_basic
TKM,Turkmenistan,Sanitation,2015,3.27,175928,Limited_service
TKM,Turkmenistan,Sanitation,2015,0.05,2656,Open_defecation
TKM,Turkmenistan,Sanitation,2015,0.11,5884,Unimproved
TLS,Timor-Leste,Sanitation,2015,44.01,521428,At_least_basic
TLS,Timor-Leste,Sanitation,2015,10.02,118716,Limited_service
TLS,Timor-Leste,Sanitation,2015,23.61,279727,Open_defecation
TLS,Timor-Leste,Sanitation,2015,22.36,264894,Unimproved
TON,Tonga,Sanitation,2015,93.47,99235,At_least_basic
TON,Tonga,Sanitation,2015,1.02,1085,Limited_service
TON,Tonga,Sanitation,2015,0.00,0,Open_defecation
TON,Tonga,Sanitation,2015,5.51,5850,Unimproved
TTO,Trinidad_and_Tobago,Sanitation,2015,92.15,1253274,At_least_basic
TTO,Trinidad_and_Tobago,Sanitation,2015,7.14,97165,Limited_service
TTO,Trinidad_and_Tobago,Sanitation,2015,0.26,3501,Open_defecation
TTO,Trinidad_and_Tobago,Sanitation,2015,0.45,6149,Unimproved
TUN,Tunisia,Sanitation,2015,19.67,2213684,Basic_service
TUN,Tunisia,Sanitation,2015,4.64,522602,Limited_service
TUN,Tunisia,Sanitation,2015,0.89,100593,Open_defecation
TUN,Tunisia,Sanitation,2015,73.46,8266507,Safely_managed_service
TUN,Tunisia,Sanitation,2015,1.33,150168,Unimproved
TUR,Turkey,Sanitation,2015,52.08,40969397,Basic_service
TUR,Turkey,Sanitation,2015,1.40,1103266,Limited_service
TUR,Turkey,Sanitation,2015,0.33,261455,Open_defecation
TUR,Turkey,Sanitation,2015,44.29,34842984,Safely_managed_service
TUR,Turkey,Sanitation,2015,1.89,1488729,Unimproved
TUV,Tuvalu,Sanitation,2015,82.43,8174,Basic_service
TUV,Tuvalu,Sanitation,2015,0.07,7,Limited_service
TUV,Tuvalu,Sanitation,2015,7.09,704,Open_defecation
TUV,Tuvalu,Sanitation,2015,8.98,890,Safely_managed_service
TUV,Tuvalu,Sanitation,2015,1.42,141,Unimproved
TZA,United_Republic_of_Tanzania,Sanitation,2015,23.53,12583764,At_least_basic
TZA,United_Republic_of_Tanzania,Sanitation,2015,13.32,7124513,Limited_service
TZA,United_Republic_of_Tanzania,Sanitation,2015,11.26,6021264,Open_defecation
TZA,United_Republic_of_Tanzania,Sanitation,2015,51.88,27740879,Unimproved
UGA,Uganda,Sanitation,2015,19.15,7475074,At_least_basic
UGA,Uganda,Sanitation,2015,14.41,5624383,Limited_service
UGA,Uganda,Sanitation,2015,6.21,2422449,Open_defecation
UGA,Uganda,Sanitation,2015,60.23,23510477,Unimproved
UKR,Ukraine,Sanitation,2015,95.94,43002952,At_least_basic
UKR,Ukraine,Sanitation,2015,2.52,1129545,Limited_service
UKR,Ukraine,Sanitation,2015,0.00,522,Open_defecation
UKR,Ukraine,Sanitation,2015,1.54,690745,Unimproved
URY,Uruguay,Sanitation,2015,32.06,1100223,Basic_service
URY,Uruguay,Sanitation,2015,3.00,103025,Limited_service
URY,Uruguay,Sanitation,2015,0.54,18675,Open_defecation
URY,Uruguay,Sanitation,2015,63.61,2182914,Safely_managed_service
URY,Uruguay,Sanitation,2015,0.78,26717,Unimproved
USA,United_States_of_America,Sanitation,2015,10.47,33689948,Basic_service
USA,United_States_of_America,Sanitation,2015,0.00,0,Limited_service
USA,United_States_of_America,Sanitation,2015,0.00,0,Open_defecation
USA,United_States_of_America,Sanitation,2015,89.50,287985707,Safely_managed_service
USA,United_States_of_America,Sanitation,2015,0.03,97977,Unimproved
UZB,Uzbekistan,Sanitation,2015,100.00,29893488,At_least_basic
UZB,Uzbekistan,Sanitation,2015,0.00,0,Limited_service
UZB,Uzbekistan,Sanitation,2015,0.00,0,Open_defecation
UZB,Uzbekistan,Sanitation,2015,0.00,0,Unimproved
VCT,Saint_Vincent_and_the_Grenadines,Sanitation,2015,87.18,95434,At_least_basic
VCT,Saint_Vincent_and_the_Grenadines,Sanitation,2015,2.98,3257,Limited_service
VCT,Saint_Vincent_and_the_Grenadines,Sanitation,2015,3.36,3677,Open_defecation
VCT,Saint_Vincent_and_the_Grenadines,Sanitation,2015,6.48,7095,Unimproved
VEN,Venezuela_(Bolivarian_Republic_of),Sanitation,2015,75.82,23586416,Basic_service
VEN,Venezuela_(Bolivarian_Republic_of),Sanitation,2015,0.00,0,Limited_service
VEN,Venezuela_(Bolivarian_Republic_of),Sanitation,2015,4.86,1512461,Open_defecation
VEN,Venezuela_(Bolivarian_Republic_of),Sanitation,2015,19.11,5945852,Safely_managed_service
VEN,Venezuela_(Bolivarian_Republic_of),Sanitation,2015,0.20,63354,Unimproved
VGB,British_Virgin_Islands,Sanitation,2015,96.86,29171,At_least_basic
VGB,British_Virgin_Islands,Sanitation,2015,0.00,0,Limited_service
VGB,British_Virgin_Islands,Sanitation,2015,0.00,0,Open_defecation
VGB,British_Virgin_Islands,Sanitation,2015,3.14,946,Unimproved
VIR,United_States_Virgin_Islands,Sanitation,2015,97.60,103739,At_least_basic
VIR,United_States_Virgin_Islands,Sanitation,2015,0.00,0,Limited_service
VIR,United_States_Virgin_Islands,Sanitation,2015,0.00,0,Open_defecation
VIR,United_States_Virgin_Islands,Sanitation,2015,2.40,2552,Unimproved
VNM,Viet_Nam,Sanitation,2015,78.24,73111017,At_least_basic
VNM,Viet_Nam,Sanitation,2015,4.13,3860239,Limited_service
VNM,Viet_Nam,Sanitation,2015,3.85,3600533,Open_defecation
VNM,Viet_Nam,Sanitation,2015,13.78,12875810,Unimproved
VUT,Vanuatu,Sanitation,2015,53.47,141505,At_least_basic
VUT,Vanuatu,Sanitation,2015,17.93,47455,Limited_service
VUT,Vanuatu,Sanitation,2015,1.68,4437,Open_defecation
VUT,Vanuatu,Sanitation,2015,26.92,71256,Unimproved
WLF,Wallis_and_Futuna_Islands,Sanitation,2015,99.12,13036,At_least_basic
WLF,Wallis_and_Futuna_Islands,Sanitation,2015,0.00,0,Limited_service
WLF,Wallis_and_Futuna_Islands,Sanitation,2015,0.88,115,Open_defecation
WLF,Wallis_and_Futuna_Islands,Sanitation,2015,0.00,0,Unimproved
WSM,Samoa,Sanitation,2015,96.62,186697,At_least_basic
WSM,Samoa,Sanitation,2015,0.00,0,Limited_service
WSM,Samoa,Sanitation,2015,0.13,245,Open_defecation
WSM,Samoa,Sanitation,2015,3.25,6286,Unimproved
YEM,Yemen,Sanitation,2015,59.68,16014184,At_least_basic
YEM,Yemen,Sanitation,2015,4.24,1137293,Limited_service
YEM,Yemen,Sanitation,2015,19.98,5361628,Open_defecation
YEM,Yemen,Sanitation,2015,16.10,4319108,Unimproved
ZAF,South_Africa,Sanitation,2015,73.13,39848195,At_least_basic
ZAF,South_Africa,Sanitation,2015,16.47,8975498,Limited_service
ZAF,South_Africa,Sanitation,2015,2.25,1227367,Open_defecation
ZAF,South_Africa,Sanitation,2015,8.15,4439348,Unimproved
ZMB,Zambia,Sanitation,2015,31.11,5043774,At_least_basic
ZMB,Zambia,Sanitation,2015,12.21,1979376,Limited_service
ZMB,Zambia,Sanitation,2015,15.19,2463228,Open_defecation
ZMB,Zambia,Sanitation,2015,41.48,6725389,Unimproved
ZWE,Zimbabwe,Sanitation,2015,38.59,6020886,At_least_basic
ZWE,Zimbabwe,Sanitation,2015,23.72,3701615,Limited_service
ZWE,Zimbabwe,Sanitation,2015,26.49,4133076,Open_defecation
ZWE,Zimbabwe,Sanitation,2015,11.20,1747174,Unimproved
